PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,BONUS NUMBER
LOTTO MAX,473,10,10/12/2018,12,19,24,27,28,29,40,0
LOTTO MAX,473,11,10/12/2018,7,12,14,19,21,38,40,0
LOTTO MAX,473,12,10/12/2018,3,8,15,18,43,45,46,0
LOTTO MAX,473,13,10/12/2018,2,9,15,26,28,40,42,0
LOTTO MAX,473,14,10/12/2018,3,6,11,13,24,27,42,0
LOTTO MAX,473,15,10/12/2018,4,6,8,43,44,46,49,0
LOTTO MAX,473,16,10/12/2018,2,11,20,32,34,40,47,0
LOTTO MAX,473,17,10/12/2018,6,11,13,14,28,30,34,0
LOTTO MAX,473,18,10/12/2018,2,14,16,20,25,29,39,0
LOTTO MAX,473,19,10/12/2018,14,18,34,42,43,46,49,0
LOTTO MAX,473,20,10/12/2018,1,2,9,14,17,25,39,0
LOTTO MAX,473,21,10/12/2018,10,21,29,32,37,46,49,0
LOTTO MAX,473,22,10/12/2018,12,15,17,23,25,32,36,0
LOTTO MAX,473,23,10/12/2018,14,26,30,33,36,45,49,0
LOTTO MAX,473,24,10/12/2018,5,19,32,34,36,47,48,0
LOTTO MAX,473,25,10/12/2018,2,6,8,18,21,30,45,0
LOTTO MAX,473,26,10/12/2018,6,7,12,17,21,42,46,0
LOTTO MAX,473,27,10/12/2018,2,12,19,22,23,27,37,0
LOTTO MAX,473,28,10/12/2018,22,27,28,31,37,45,47,0
LOTTO MAX,473,29,10/12/2018,7,10,12,23,29,35,42,0
LOTTO MAX,473,30,10/12/2018,8,11,14,24,25,31,39,0
LOTTO MAX,473,31,10/12/2018,10,12,33,34,45,46,49,0
LOTTO MAX,473,32,10/12/2018,10,15,24,31,42,43,47,0
LOTTO MAX,473,33,10/12/2018,10,16,18,23,25,34,36,0
LOTTO MAX,473,34,10/12/2018,8,17,27,33,34,38,49,0
LOTTO MAX,473,35,10/12/2018,8,10,16,30,32,35,41,0
LOTTO MAX,473,36,10/12/2018,7,16,21,28,35,44,46,0
LOTTO MAX,473,37,10/12/2018,6,13,31,35,40,43,46,0
LOTTO MAX,473,38,10/12/2018,3,6,8,24,28,36,48,0
LOTTO MAX,473,39,10/12/2018,5,15,20,29,36,38,46,0
LOTTO MAX,473,40,10/12/2018,1,9,15,22,36,38,49,0
LOTTO MAX,473,41,10/12/2018,2,10,25,26,30,38,39,0
LOTTO MAX,473,42,10/12/2018,3,10,30,35,36,42,45,0
LOTTO MAX,474,0,10/19/2018,10,15,16,17,19,27,38,9
LOTTO MAX,474,1,10/19/2018,5,10,16,24,27,34,45,0
LOTTO MAX,474,2,10/19/2018,2,10,16,22,27,47,49,0
LOTTO MAX,474,3,10/19/2018,2,6,12,19,27,33,46,0
LOTTO MAX,474,4,10/19/2018,6,7,12,39,42,44,46,0
LOTTO MAX,474,5,10/19/2018,2,4,16,18,25,30,40,0
LOTTO MAX,474,6,10/19/2018,9,13,28,31,34,35,36,0
LOTTO MAX,474,7,10/19/2018,5,6,7,11,13,29,44,0
LOTTO MAX,474,8,10/19/2018,9,14,29,33,43,44,48,0
LOTTO MAX,474,9,10/19/2018,9,12,13,17,26,27,33,0
LOTTO MAX,474,10,10/19/2018,1,16,22,32,33,36,38,0
LOTTO MAX,474,11,10/19/2018,2,18,20,25,26,33,48,0
LOTTO MAX,474,12,10/19/2018,2,14,15,20,29,37,38,0
LOTTO MAX,474,13,10/19/2018,2,7,10,11,34,39,48,0
LOTTO MAX,474,14,10/19/2018,9,12,13,19,25,28,33,0
LOTTO MAX,474,15,10/19/2018,4,14,18,20,29,38,48,0
LOTTO MAX,474,16,10/19/2018,10,26,40,41,44,47,49,0
LOTTO MAX,474,17,10/19/2018,2,10,21,37,38,44,45,0
LOTTO MAX,474,18,10/19/2018,1,20,28,30,35,36,39,0
LOTTO MAX,474,19,10/19/2018,2,4,19,22,30,31,43,0
LOTTO MAX,474,20,10/19/2018,4,25,31,39,44,45,49,0
LOTTO MAX,474,21,10/19/2018,1,4,11,29,34,38,47,0
LOTTO MAX,474,22,10/19/2018,10,15,17,22,23,32,39,0
LOTTO MAX,474,23,10/19/2018,6,9,11,21,31,35,40,0
LOTTO MAX,474,24,10/19/2018,1,6,21,24,27,34,44,0
LOTTO MAX,474,25,10/19/2018,21,22,27,28,30,43,47,0
LOTTO MAX,474,26,10/19/2018,3,6,12,31,34,40,46,0
LOTTO MAX,474,27,10/19/2018,6,7,22,24,25,26,49,0
LOTTO MAX,474,28,10/19/2018,6,11,29,33,37,38,44,0
LOTTO MAX,474,29,10/19/2018,4,12,21,23,32,38,40,0
LOTTO MAX,474,30,10/19/2018,4,8,19,22,23,34,36,0
LOTTO MAX,474,31,10/19/2018,4,5,16,18,28,37,42,0
LOTTO MAX,474,32,10/19/2018,6,11,19,26,31,37,45,0
LOTTO MAX,474,33,10/19/2018,11,15,17,28,30,38,39,0
LOTTO MAX,474,34,10/19/2018,2,4,10,36,39,40,47,0
LOTTO MAX,474,35,10/19/2018,5,7,12,16,19,22,25,0
LOTTO MAX,474,36,10/19/2018,2,7,12,13,29,38,48,0
LOTTO MAX,474,37,10/19/2018,4,19,20,29,33,36,40,0
LOTTO MAX,474,38,10/19/2018,12,16,26,31,34,37,38,0
LOTTO MAX,474,39,10/19/2018,22,24,28,32,35,42,43,0
LOTTO MAX,474,40,10/19/2018,14,15,21,27,30,34,49,0
LOTTO MAX,474,41,10/19/2018,14,17,22,28,32,40,48,0
LOTTO MAX,474,42,10/19/2018,4,12,19,22,26,27,45,0
LOTTO MAX,474,43,10/19/2018,5,24,32,34,35,39,45,0
LOTTO MAX,474,44,10/19/2018,4,7,13,19,42,45,46,0
LOTTO MAX,474,45,10/19/2018,5,10,19,21,30,37,49,0
LOTTO MAX,474,46,10/19/2018,1,6,10,21,27,34,49,0
LOTTO MAX,474,47,10/19/2018,13,15,16,20,26,30,39,0
LOTTO MAX,474,48,10/19/2018,12,14,15,19,32,36,45,0
LOTTO MAX,474,49,10/19/2018,2,17,35,36,38,40,45,0
LOTTO MAX,474,50,10/19/2018,7,10,15,36,38,42,49,0
LOTTO MAX,474,51,10/19/2018,7,25,33,36,43,46,48,0
LOTTO MAX,474,52,10/19/2018,1,7,16,22,24,42,43,0
LOTTO MAX,474,53,10/19/2018,6,16,37,41,46,47,48,0
LOTTO MAX,475,0,10/26/2018,2,3,4,8,9,20,30,45
LOTTO MAX,475,1,10/26/2018,9,13,30,34,40,42,44,0
LOTTO MAX,475,2,10/26/2018,8,19,22,40,44,47,49,0
LOTTO MAX,475,3,10/26/2018,6,12,18,26,32,40,47,0
LOTTO MAX,475,4,10/26/2018,4,21,24,26,27,28,29,0
LOTTO MAX,475,5,10/26/2018,2,3,6,24,27,45,46,0
LOTTO MAX,475,6,10/26/2018,12,15,26,32,39,40,43,0
LOTTO MAX,475,7,10/26/2018,9,20,23,25,26,34,40,0
LOTTO MAX,475,8,10/26/2018,3,15,19,22,39,42,43,0
LOTTO MAX,475,9,10/26/2018,5,8,11,22,39,43,45,0
LOTTO MAX,475,10,10/26/2018,5,11,19,25,36,43,44,0
LOTTO MAX,475,11,10/26/2018,2,7,15,18,20,41,45,0
LOTTO MAX,475,12,10/26/2018,4,5,11,12,15,23,40,0
LOTTO MAX,475,13,10/26/2018,8,13,16,19,31,35,42,0
LOTTO MAX,475,14,10/26/2018,3,4,6,14,36,40,42,0
LOTTO MAX,475,15,10/26/2018,6,7,8,17,28,46,48,0
LOTTO MAX,475,16,10/26/2018,9,10,11,12,29,36,45,0
LOTTO MAX,475,17,10/26/2018,10,12,17,19,27,33,48,0
LOTTO MAX,475,18,10/26/2018,4,8,12,20,33,35,45,0
LOTTO MAX,475,19,10/26/2018,16,18,22,23,36,40,42,0
LOTTO MAX,475,20,10/26/2018,1,8,16,34,35,43,49,0
LOTTO MAX,475,21,10/26/2018,21,24,29,37,39,45,49,0
LOTTO MAX,475,22,10/26/2018,2,6,15,20,23,25,36,0
LOTTO MAX,475,23,10/26/2018,2,28,33,34,40,44,47,0
LOTTO MAX,475,24,10/26/2018,19,21,22,31,37,45,48,0
LOTTO MAX,475,25,10/26/2018,13,18,23,28,38,46,49,0
LOTTO MAX,475,26,10/26/2018,6,8,9,19,31,34,35,0
LOTTO MAX,475,27,10/26/2018,5,16,35,38,44,45,47,0
LOTTO MAX,475,28,10/26/2018,9,11,12,14,23,40,48,0
LOTTO MAX,475,29,10/26/2018,3,7,10,11,30,31,49,0
LOTTO MAX,475,30,10/26/2018,1,2,8,22,29,32,34,0
LOTTO MAX,475,31,10/26/2018,1,4,11,23,25,40,48,0
LOTTO MAX,475,32,10/26/2018,6,11,17,34,39,41,42,0
LOTTO MAX,475,33,10/26/2018,7,14,24,29,33,37,44,0
LOTTO MAX,475,34,10/26/2018,21,25,26,29,33,42,45,0
LOTTO MAX,475,35,10/26/2018,8,9,10,28,34,38,48,0
LOTTO MAX,475,36,10/26/2018,2,8,24,33,34,43,45,0
LOTTO MAX,475,37,10/26/2018,2,10,14,19,26,43,48,0
LOTTO MAX,475,38,10/26/2018,4,6,19,23,32,46,49,0
LOTTO MAX,475,39,10/26/2018,10,13,20,37,38,43,45,0
LOTTO MAX,475,40,10/26/2018,2,12,15,17,20,32,49,0
LOTTO MAX,475,41,10/26/2018,2,4,12,24,28,44,47,0
LOTTO MAX,475,42,10/26/2018,11,22,24,34,39,42,43,0
LOTTO MAX,475,43,10/26/2018,4,13,14,22,30,33,44,0
LOTTO MAX,475,44,10/26/2018,5,7,14,15,33,38,46,0
LOTTO MAX,475,45,10/26/2018,2,13,21,23,27,30,37,0
LOTTO MAX,475,46,10/26/2018,5,6,10,15,22,32,49,0
LOTTO MAX,475,47,10/26/2018,7,10,17,18,32,38,45,0
LOTTO MAX,475,48,10/26/2018,5,9,17,21,26,28,47,0
LOTTO MAX,475,49,10/26/2018,3,12,17,18,23,27,34,0
LOTTO MAX,475,50,10/26/2018,2,4,5,31,40,46,49,0
LOTTO MAX,475,51,10/26/2018,3,6,9,13,28,42,49,0
LOTTO MAX,475,52,10/26/2018,6,16,27,33,41,46,49,0
LOTTO MAX,475,53,10/26/2018,3,5,14,21,26,30,48,0
LOTTO MAX,475,54,10/26/2018,2,3,14,19,47,48,49,0
LOTTO MAX,475,55,10/26/2018,31,34,37,39,41,45,49,0
LOTTO MAX,475,56,10/26/2018,4,17,20,24,29,36,45,0
LOTTO MAX,476,0,11/2/2018,9,10,16,23,24,39,49,7
LOTTO MAX,477,0,11/9/2018,2,12,31,34,39,48,49,1
LOTTO MAX,477,1,11/9/2018,3,8,25,28,29,30,31,0
LOTTO MAX,477,2,11/9/2018,1,8,9,14,20,32,45,0
LOTTO MAX,477,3,11/9/2018,1,2,20,33,42,45,47,0
LOTTO MAX,477,4,11/9/2018,2,5,20,23,27,29,32,0
LOTTO MAX,477,5,11/9/2018,5,7,12,25,33,42,46,0
LOTTO MAX,477,6,11/9/2018,1,8,14,20,38,47,48,0
LOTTO MAX,478,0,11/16/2018,11,17,24,34,41,42,48,21
LOTTO MAX,478,1,11/16/2018,5,12,23,24,31,44,45,0
LOTTO MAX,478,2,11/16/2018,8,20,36,44,45,47,48,0
LOTTO MAX,478,3,11/16/2018,4,15,17,22,31,36,48,0
LOTTO MAX,478,4,11/16/2018,4,5,21,32,34,40,45,0
LOTTO MAX,478,5,11/16/2018,9,17,22,28,34,38,39,0
LOTTO MAX,478,6,11/16/2018,3,4,5,17,34,40,42,0
LOTTO MAX,478,7,11/16/2018,2,23,25,28,35,36,47,0
LOTTO MAX,478,8,11/16/2018,16,19,27,28,35,43,49,0
LOTTO MAX,478,9,11/16/2018,16,18,21,34,43,44,45,0
LOTTO MAX,478,10,11/16/2018,8,15,23,27,36,38,47,0
LOTTO MAX,478,11,11/16/2018,10,22,29,30,33,36,38,0
LOTTO MAX,478,12,11/16/2018,4,6,16,20,37,44,46,0
LOTTO MAX,479,0,11/23/2018,1,7,13,14,22,42,48,47
LOTTO MAX,479,1,11/23/2018,2,4,7,16,26,39,41,0
LOTTO MAX,479,2,11/23/2018,1,5,24,29,32,33,41,0
LOTTO MAX,479,3,11/23/2018,1,4,9,17,22,23,33,0
LOTTO MAX,479,4,11/23/2018,6,20,30,32,38,39,42,0
LOTTO MAX,479,5,11/23/2018,11,16,23,29,39,40,47,0
LOTTO MAX,479,6,11/23/2018,7,16,20,25,36,38,46,0
LOTTO MAX,479,7,11/23/2018,2,18,35,43,44,46,48,0
LOTTO MAX,479,8,11/23/2018,6,7,12,23,37,45,48,0
LOTTO MAX,479,9,11/23/2018,3,7,18,24,27,28,42,0
LOTTO MAX,479,10,11/23/2018,3,6,22,25,26,39,43,0
LOTTO MAX,479,11,11/23/2018,5,8,20,24,45,46,49,0
LOTTO MAX,479,12,11/23/2018,32,34,35,40,41,44,48,0
LOTTO MAX,479,13,11/23/2018,12,14,17,18,25,33,37,0
LOTTO MAX,479,14,11/23/2018,3,13,18,30,41,45,49,0
LOTTO MAX,479,15,11/23/2018,9,21,31,33,37,39,40,0
LOTTO MAX,479,16,11/23/2018,1,5,16,17,19,44,49,0
LOTTO MAX,479,17,11/23/2018,1,10,16,18,29,34,48,0
LOTTO MAX,479,18,11/23/2018,11,25,27,33,37,41,47,0
LOTTO MAX,479,19,11/23/2018,5,6,15,18,21,32,34,0
LOTTO MAX,479,20,11/23/2018,12,21,24,26,28,34,42,0
LOTTO MAX,480,0,11/30/2018,5,8,15,20,25,26,47,22
LOTTO MAX,480,1,11/30/2018,4,8,11,13,21,27,42,0
LOTTO MAX,480,2,11/30/2018,6,9,21,27,37,44,47,0
LOTTO MAX,480,3,11/30/2018,7,14,21,30,34,37,38,0
LOTTO MAX,480,4,11/30/2018,16,25,37,39,40,47,48,0
LOTTO MAX,480,5,11/30/2018,4,5,14,30,33,44,45,0
LOTTO MAX,480,6,11/30/2018,6,11,16,32,36,38,45,0
LOTTO MAX,480,7,11/30/2018,17,19,22,26,39,43,44,0
LOTTO MAX,480,8,11/30/2018,13,24,28,38,42,43,48,0
LOTTO MAX,480,9,11/30/2018,7,9,10,14,22,24,39,0
LOTTO MAX,480,10,11/30/2018,3,8,10,21,37,41,49,0
LOTTO MAX,480,11,11/30/2018,15,17,20,32,37,48,49,0
LOTTO MAX,480,12,11/30/2018,6,7,14,22,34,38,45,0
LOTTO MAX,480,13,11/30/2018,25,34,36,38,40,47,49,0
LOTTO MAX,480,14,11/30/2018,5,8,10,18,21,43,49,0
LOTTO MAX,480,15,11/30/2018,2,12,30,32,45,47,48,0
LOTTO MAX,480,16,11/30/2018,10,12,13,23,24,31,47,0
LOTTO MAX,480,17,11/30/2018,2,9,12,25,28,30,36,0
LOTTO MAX,480,18,11/30/2018,5,8,11,24,33,34,41,0
LOTTO MAX,480,19,11/30/2018,1,4,6,17,18,28,33,0
LOTTO MAX,480,20,11/30/2018,2,10,20,21,23,43,47,0
LOTTO MAX,480,21,11/30/2018,1,5,15,17,19,46,49,0
LOTTO MAX,480,22,11/30/2018,1,17,20,23,32,35,48,0
LOTTO MAX,480,23,11/30/2018,3,7,13,19,23,36,43,0
LOTTO MAX,480,24,11/30/2018,8,12,27,30,31,48,49,0
LOTTO MAX,480,25,11/30/2018,6,7,10,15,38,41,43,0
LOTTO MAX,480,26,11/30/2018,4,5,10,12,15,21,23,0
LOTTO MAX,480,27,11/30/2018,11,15,21,30,33,35,49,0
LOTTO MAX,480,28,11/30/2018,11,16,23,27,28,36,45,0
LOTTO MAX,480,29,11/30/2018,4,11,22,33,35,42,44,0
LOTTO MAX,480,30,11/30/2018,2,6,30,35,37,38,39,0
LOTTO MAX,480,31,11/30/2018,2,11,30,33,34,35,36,0
LOTTO MAX,480,32,11/30/2018,22,35,38,41,42,43,44,0
LOTTO MAX,480,33,11/30/2018,1,14,15,20,39,40,41,0
LOTTO MAX,480,34,11/30/2018,1,12,30,36,37,41,45,0
LOTTO MAX,480,35,11/30/2018,3,7,20,23,28,45,49,0
LOTTO MAX,481,0,12/7/2018,2,9,15,23,26,30,41,13
LOTTO MAX,481,1,12/7/2018,8,13,16,22,23,28,29,0
LOTTO MAX,481,2,12/7/2018,10,11,20,24,26,30,32,0
LOTTO MAX,481,3,12/7/2018,1,5,30,40,41,44,49,0
LOTTO MAX,481,4,12/7/2018,11,33,34,40,43,44,45,0
LOTTO MAX,481,5,12/7/2018,4,9,16,18,20,21,22,0
LOTTO MAX,481,6,12/7/2018,19,22,28,31,32,40,47,0
LOTTO MAX,481,7,12/7/2018,4,5,29,32,38,40,45,0
LOTTO MAX,481,8,12/7/2018,11,23,24,25,26,33,42,0
LOTTO MAX,481,9,12/7/2018,6,26,27,29,31,36,46,0
LOTTO MAX,481,10,12/7/2018,7,8,32,33,39,43,45,0
LOTTO MAX,481,11,12/7/2018,11,12,22,39,41,43,45,0
LOTTO MAX,481,12,12/7/2018,19,21,28,34,37,43,44,0
LOTTO MAX,481,13,12/7/2018,2,3,13,36,44,46,48,0
LOTTO MAX,481,14,12/7/2018,6,25,27,40,44,45,49,0
LOTTO MAX,481,15,12/7/2018,3,6,15,29,36,40,42,0
LOTTO MAX,481,16,12/7/2018,21,26,28,29,38,46,47,0
LOTTO MAX,481,17,12/7/2018,4,8,17,24,32,37,45,0
LOTTO MAX,481,18,12/7/2018,16,17,24,30,36,37,44,0
LOTTO MAX,481,19,12/7/2018,12,15,33,34,40,42,48,0
LOTTO MAX,481,20,12/7/2018,8,9,12,14,19,25,39,0
LOTTO MAX,481,21,12/7/2018,17,18,19,34,36,38,39,0
LOTTO MAX,481,22,12/7/2018,7,8,18,38,43,46,47,0
LOTTO MAX,481,23,12/7/2018,21,35,36,39,41,46,47,0
LOTTO MAX,481,24,12/7/2018,7,12,29,33,36,39,49,0
LOTTO MAX,481,25,12/7/2018,8,9,13,18,21,22,34,0
LOTTO MAX,481,26,12/7/2018,2,5,8,11,16,25,31,0
LOTTO MAX,481,27,12/7/2018,6,8,14,30,34,39,40,0
LOTTO MAX,481,28,12/7/2018,8,13,21,31,41,44,48,0
LOTTO MAX,481,29,12/7/2018,2,3,18,23,29,32,41,0
LOTTO MAX,481,30,12/7/2018,2,16,20,26,30,31,49,0
LOTTO MAX,481,31,12/7/2018,3,19,29,36,43,44,49,0
LOTTO MAX,481,32,12/7/2018,19,24,25,26,27,36,43,0
LOTTO MAX,481,33,12/7/2018,8,9,13,28,31,39,49,0
LOTTO MAX,481,34,12/7/2018,9,21,23,26,39,42,49,0
LOTTO MAX,481,35,12/7/2018,2,9,14,21,23,33,42,0
LOTTO MAX,481,36,12/7/2018,1,13,21,24,26,29,46,0
LOTTO MAX,481,37,12/7/2018,4,18,19,33,34,40,45,0
LOTTO MAX,481,38,12/7/2018,7,8,10,20,35,38,48,0
LOTTO MAX,481,39,12/7/2018,6,17,18,28,31,41,45,0
LOTTO MAX,481,40,12/7/2018,4,15,25,28,32,36,49,0
LOTTO MAX,481,41,12/7/2018,3,4,11,28,42,44,45,0
LOTTO MAX,481,42,12/7/2018,8,9,25,29,37,40,45,0
LOTTO MAX,482,0,12/14/2018,6,7,11,21,23,27,41,49
LOTTO MAX,482,1,12/14/2018,1,9,24,32,35,40,48,0
LOTTO MAX,482,2,12/14/2018,2,8,12,25,27,40,45,0
LOTTO MAX,482,3,12/14/2018,7,16,19,30,31,44,48,0
LOTTO MAX,482,4,12/14/2018,13,18,21,24,30,45,46,0
LOTTO MAX,482,5,12/14/2018,8,10,13,19,24,37,42,0
LOTTO MAX,482,6,12/14/2018,3,10,15,23,24,26,29,0
LOTTO MAX,482,7,12/14/2018,4,9,31,36,39,43,44,0
LOTTO MAX,482,8,12/14/2018,4,18,21,40,43,44,47,0
LOTTO MAX,482,9,12/14/2018,4,5,8,19,21,31,33,0
LOTTO MAX,482,10,12/14/2018,3,5,9,14,33,34,41,0
LOTTO MAX,482,11,12/14/2018,15,19,21,33,43,45,49,0
LOTTO MAX,482,12,12/14/2018,2,11,19,28,29,32,44,0
LOTTO MAX,482,13,12/14/2018,2,15,30,33,34,41,45,0
LOTTO MAX,482,14,12/14/2018,3,14,29,30,35,37,48,0
LOTTO MAX,482,15,12/14/2018,9,10,16,29,30,33,37,0
LOTTO MAX,482,16,12/14/2018,10,16,22,26,39,40,45,0
LOTTO MAX,482,17,12/14/2018,9,11,13,14,32,37,38,0
LOTTO MAX,482,18,12/14/2018,27,28,30,34,40,43,44,0
LOTTO MAX,482,19,12/14/2018,9,16,25,29,38,43,47,0
LOTTO MAX,482,20,12/14/2018,2,4,10,32,41,46,49,0
LOTTO MAX,482,21,12/14/2018,13,15,25,31,45,46,47,0
LOTTO MAX,482,22,12/14/2018,9,26,34,36,40,47,48,0
LOTTO MAX,482,23,12/14/2018,1,4,7,10,13,22,48,0
LOTTO MAX,482,24,12/14/2018,1,3,15,27,33,36,39,0
LOTTO MAX,482,25,12/14/2018,2,4,5,8,33,47,48,0
LOTTO MAX,482,26,12/14/2018,4,7,25,29,30,38,44,0
LOTTO MAX,482,27,12/14/2018,2,12,21,31,34,35,46,0
LOTTO MAX,482,28,12/14/2018,3,4,5,7,19,22,28,0
LOTTO MAX,482,29,12/14/2018,4,11,23,27,35,40,42,0
LOTTO MAX,482,30,12/14/2018,22,24,29,33,40,41,46,0
LOTTO MAX,482,31,12/14/2018,6,16,18,20,33,36,43,0
LOTTO MAX,482,32,12/14/2018,15,17,31,34,38,44,46,0
LOTTO MAX,482,33,12/14/2018,2,4,11,21,30,33,40,0
LOTTO MAX,482,34,12/14/2018,3,5,17,18,19,34,47,0
LOTTO MAX,482,35,12/14/2018,8,20,35,37,40,45,48,0
LOTTO MAX,482,36,12/14/2018,5,22,24,31,36,40,43,0
LOTTO MAX,482,37,12/14/2018,7,24,26,38,40,44,48,0
LOTTO MAX,482,38,12/14/2018,6,25,35,37,39,43,45,0
LOTTO MAX,482,39,12/14/2018,5,12,19,22,39,43,45,0
LOTTO MAX,482,40,12/14/2018,3,4,21,29,30,34,47,0
LOTTO MAX,482,41,12/14/2018,1,2,15,27,33,35,44,0
LOTTO MAX,482,42,12/14/2018,8,21,22,25,34,46,49,0
LOTTO MAX,482,43,12/14/2018,11,18,20,25,30,33,43,0
LOTTO MAX,482,44,12/14/2018,4,13,14,16,23,24,40,0
LOTTO MAX,482,45,12/14/2018,4,6,13,27,31,36,41,0
LOTTO MAX,482,46,12/14/2018,3,4,10,18,20,39,46,0
LOTTO MAX,483,0,12/21/2018,7,21,23,25,31,34,45,37
LOTTO MAX,483,1,12/21/2018,19,24,30,33,34,44,47,0
LOTTO MAX,483,2,12/21/2018,6,27,32,40,42,44,45,0
LOTTO MAX,483,3,12/21/2018,9,14,25,35,38,42,47,0
LOTTO MAX,483,4,12/21/2018,9,20,32,33,40,41,42,0
LOTTO MAX,483,5,12/21/2018,6,11,21,28,29,36,44,0
LOTTO MAX,483,6,12/21/2018,12,14,15,18,20,37,43,0
LOTTO MAX,483,7,12/21/2018,2,11,14,34,43,47,48,0
LOTTO MAX,483,8,12/21/2018,5,9,19,24,29,31,42,0
LOTTO MAX,483,9,12/21/2018,11,12,23,30,31,36,44,0
LOTTO MAX,483,10,12/21/2018,15,19,24,30,31,44,46,0
LOTTO MAX,483,11,12/21/2018,5,18,19,20,32,36,48,0
LOTTO MAX,483,12,12/21/2018,10,12,14,19,28,44,47,0
LOTTO MAX,483,13,12/21/2018,12,18,22,25,27,37,41,0
LOTTO MAX,483,14,12/21/2018,1,3,18,21,30,32,42,0
LOTTO MAX,483,15,12/21/2018,25,27,34,35,37,39,44,0
LOTTO MAX,483,16,12/21/2018,19,20,32,33,38,40,41,0
LOTTO MAX,483,17,12/21/2018,14,18,20,37,38,39,43,0
LOTTO MAX,483,18,12/21/2018,14,15,16,22,23,36,40,0
LOTTO MAX,483,19,12/21/2018,20,23,24,30,37,38,43,0
LOTTO MAX,483,20,12/21/2018,1,3,12,16,20,29,30,0
LOTTO MAX,483,21,12/21/2018,2,7,12,14,18,25,49,0
LOTTO MAX,483,22,12/21/2018,22,23,25,28,35,38,40,0
LOTTO MAX,483,23,12/21/2018,2,11,13,14,29,44,46,0
LOTTO MAX,483,24,12/21/2018,4,6,7,27,43,47,49,0
LOTTO MAX,483,25,12/21/2018,5,15,23,27,31,37,47,0
LOTTO MAX,483,26,12/21/2018,6,10,12,25,31,38,47,0
LOTTO MAX,483,27,12/21/2018,1,3,5,19,23,35,45,0
LOTTO MAX,483,28,12/21/2018,11,22,25,27,37,41,47,0
LOTTO MAX,483,29,12/21/2018,5,10,20,24,26,30,40,0
LOTTO MAX,483,30,12/21/2018,3,13,22,32,41,47,48,0
LOTTO MAX,483,31,12/21/2018,2,6,10,29,30,38,40,0
LOTTO MAX,483,32,12/21/2018,8,9,11,22,24,42,48,0
LOTTO MAX,483,33,12/21/2018,3,7,24,31,37,41,44,0
LOTTO MAX,483,34,12/21/2018,2,4,18,26,28,32,43,0
LOTTO MAX,483,35,12/21/2018,2,10,25,26,27,30,37,0
LOTTO MAX,483,36,12/21/2018,11,20,36,37,39,40,47,0
LOTTO MAX,483,37,12/21/2018,4,5,11,19,21,29,36,0
LOTTO MAX,483,38,12/21/2018,2,6,9,10,15,19,30,0
LOTTO MAX,483,39,12/21/2018,1,4,7,9,11,14,37,0
LOTTO MAX,483,40,12/21/2018,4,6,9,19,23,31,41,0
LOTTO MAX,483,41,12/21/2018,1,7,10,22,28,32,38,0
LOTTO MAX,483,42,12/21/2018,4,9,10,12,15,32,49,0
LOTTO MAX,483,43,12/21/2018,16,18,19,24,26,34,35,0
LOTTO MAX,483,44,12/21/2018,7,11,13,20,25,28,37,0
LOTTO MAX,483,45,12/21/2018,9,10,14,27,28,29,42,0
LOTTO MAX,483,46,12/21/2018,5,11,15,16,26,34,40,0
LOTTO MAX,483,47,12/21/2018,1,4,22,33,35,46,47,0
LOTTO MAX,483,48,12/21/2018,1,2,4,7,9,25,42,0
LOTTO MAX,484,0,12/28/2018,5,13,14,16,17,29,49,18
LOTTO MAX,485,0,1/4/2019,7,22,25,26,35,41,45,3
LOTTO MAX,486,0,1/11/2019,8,15,21,28,29,30,39,23
LOTTO MAX,487,0,1/18/2019,3,19,22,30,32,37,40,20
LOTTO MAX,488,0,1/25/2019,6,12,20,24,40,42,47,44
LOTTO MAX,489,0,2/1/2019,2,6,13,19,21,32,40,12
LOTTO MAX,490,0,2/8/2019,18,23,31,32,36,38,43,27
LOTTO MAX,491,0,2/15/2019,1,2,32,37,38,39,45,16
LOTTO MAX,492,0,2/22/2019,6,31,33,34,43,44,46,22
LOTTO MAX,493,0,3/1/2019,2,23,24,29,40,48,49,18
LOTTO MAX,494,0,3/8/2019,2,9,16,17,21,22,32,38
LOTTO MAX,495,0,3/15/2019,6,11,25,31,36,41,49,47
LOTTO MAX,496,0,3/22/2019,1,3,20,21,27,28,44,43
LOTTO MAX,497,0,3/29/2019,10,12,19,22,25,32,42,39
LOTTO MAX,497,1,3/29/2019,5,8,21,23,36,47,48,0
LOTTO MAX,497,2,3/29/2019,11,20,27,31,36,37,47,0
LOTTO MAX,498,0,4/5/2019,1,2,16,21,23,25,28,48
LOTTO MAX,498,1,4/5/2019,2,4,12,23,27,41,43,0
LOTTO MAX,498,2,4/5/2019,2,10,16,19,36,37,41,0
LOTTO MAX,498,3,4/5/2019,2,10,30,34,40,46,48,0
LOTTO MAX,498,4,4/5/2019,6,10,24,39,42,46,49,0
LOTTO MAX,498,5,4/5/2019,7,11,16,21,30,45,46,0
LOTTO MAX,498,6,4/5/2019,9,13,14,16,21,28,29,0
LOTTO MAX,498,7,4/5/2019,11,16,25,28,29,39,43,0
